Zip Code,BaseDate,3-Month,6-Month,1-Year
77494,2024-03-31,0.6,1.5,0.2
8701,2024-03-31,0.7,1.8,-1.0
77449,2024-03-31,0.6,1.4,0.2
11368,2024-03-31,0.3,0.8,-0.4
77084,2024-03-31,0.6,1.4,0.2
79936,2024-03-31,0.5,1.2,1.5
11385,2024-03-31,0.4,1.0,-0.5
78660,2024-03-31,0.7,1.7,0.7
11208,2024-03-31,0.5,1.2,-0.7
90011,2024-03-31,0.7,1.6,0.1
77433,2024-03-31,0.6,1.4,0.2
60629,2024-03-31,1.3,3.2,-0.4
90650,2024-03-31,0.8,1.7,0.1
91331,2024-03-31,0.8,1.8,0.2
37013,2024-03-31,0.9,2.1,2.1
11236,2024-03-31,0.5,1.3,-0.7
10467,2024-03-31,0.4,1.0,-0.5
11373,2024-03-31,0.2,0.4,-0.2
11226,2024-03-31,0.4,1.0,-0.5
11207,2024-03-31,0.5,1.3,-0.7
30044,2024-03-31,0.9,2.1,2.5
90044,2024-03-31,0.7,1.5,0.1
92336,2024-03-31,0.8,1.7,1.6
94565,2024-03-31,1.0,1.4,-1.5
77573,2024-03-31,0.5,1.2,0.2
92335,2024-03-31,0.7,1.6,1.6
90201,2024-03-31,0.7,1.6,0.1
90250,2024-03-31,0.8,1.6,0.1
10025,2024-03-31,0.5,1.3,-0.7
75052,2024-03-31,0.9,2.1,1.1
90805,2024-03-31,0.7,1.6,0.1
11214,2024-03-31,0.3,0.9,-0.5
60618,2024-03-31,1.1,2.8,-0.4
93307,2024-03-31,0.9,1.9,2.2
90280,2024-03-31,0.7,1.6,0.1
11234,2024-03-31,0.4,1.1,-0.6
91342,2024-03-31,0.8,1.7,0.2
92683,2024-03-31,0.8,1.8,0.2
10314,2024-03-31,0.4,1.1,-0.6
11220,2024-03-31,0.4,1.0,-0.5
60639,2024-03-31,1.3,3.2,-0.4
78245,2024-03-31,0.6,1.5,-0.1
11219,2024-03-31,0.4,1.1,-0.6
92503,2024-03-31,0.8,1.6,1.6
78521,2024-03-31,0.9,2.4,2.9
11206,2024-03-31,0.6,1.6,-0.8
11221,2024-03-31,0.5,1.2,-0.6
10456,2024-03-31,0.4,1.1,-0.6
92345,2024-03-31,0.8,1.7,1.6
77479,2024-03-31,0.6,1.3,0.2
91911,2024-03-31,1.0,2.0,2.1
30043,2024-03-31,0.9,2.1,2.5
11223,2024-03-31,0.4,1.1,-0.6
78542,2024-03-31,1.3,3.1,3.9
78613,2024-03-31,0.7,1.8,0.7
11230,2024-03-31,0.4,1.0,-0.5
60647,2024-03-31,1.0,2.5,-0.3
93033,2024-03-31,0.6,1.1,0.2
95076,2024-03-31,1.0,1.7,0.2
92154,2024-03-31,1.0,2.0,2.1
77429,2024-03-31,0.6,1.4,0.2
10458,2024-03-31,0.4,1.0,-0.5
92376,2024-03-31,0.7,1.6,1.5
60804,2024-03-31,1.3,3.2,-0.4
11377,2024-03-31,0.2,0.6,-0.3
79938,2024-03-31,0.5,1.1,1.4
92804,2024-03-31,0.8,1.8,0.2
91710,2024-03-31,0.8,1.6,1.6
93722,2024-03-31,0.7,1.5,1.1
94112,2024-03-31,0.9,1.3,-1.5
99301,2024-03-31,0.9,2.3,1.3
11235,2024-03-31,0.4,1.1,-0.6
60632,2024-03-31,1.3,3.1,-0.4
77584,2024-03-31,0.5,1.3,0.2
11229,2024-03-31,0.4,1.0,-0.5
95823,2024-03-31,0.9,1.9,0.1
78130,2024-03-31,0.7,1.5,-0.1
60617,2024-03-31,1.4,3.5,-0.5
22193,2024-03-31,0.8,1.4,-0.6
11233,2024-03-31,0.5,1.2,-0.7
75217,2024-03-31,1.0,2.3,1.2
10453,2024-03-31,0.4,1.2,-0.6
27587,2024-03-31,0.9,2.4,2.4
73099,2024-03-31,0.8,1.9,0.9
77379,2024-03-31,0.6,1.4,0.2
96706,2024-03-31,0.4,0.5,-1.0
11204,2024-03-31,0.5,1.2,-0.6
37042,2024-03-31,0.9,2.4,3.1
85142,2024-03-31,0.9,2.1,3.1
30024,2024-03-31,0.8,2.1,2.5
10468,2024-03-31,0.6,1.4,-0.8
79928,2024-03-31,0.5,1.1,1.4
95035,2024-03-31,1.1,1.5,-0.9
91744,2024-03-31,0.8,1.7,0.2
60608,2024-03-31,1.1,2.6,-0.4
11355,2024-03-31,0.3,0.7,-0.3
92509,2024-03-31,0.8,1.6,1.6
78666,2024-03-31,0.5,1.4,0.5
11203,2024-03-31,0.5,1.3,-0.7
93257,2024-03-31,0.8,1.9,1.1
93550,2024-03-31,0.7,1.6,0.1
60625,2024-03-31,1.2,2.9,-0.4
10457,2024-03-31,0.3,0.8,-0.4
66062,2024-03-31,1.3,3.1,1.2
92592,2024-03-31,0.8,1.8,1.7
60623,2024-03-31,1.4,3.4,-0.5
95630,2024-03-31,0.9,1.9,0.1
10452,2024-03-31,0.4,1.1,-0.6
28269,2024-03-31,1.0,2.5,3.1
92880,2024-03-31,0.8,1.7,1.7
94544,2024-03-31,1.1,1.5,-1.7
90706,2024-03-31,0.8,1.6,0.1
78577,2024-03-31,1.2,3.1,3.8
78641,2024-03-31,0.6,1.6,0.6
93535,2024-03-31,0.8,1.6,0.1
77459,2024-03-31,0.6,1.3,0.2
10469,2024-03-31,0.5,1.3,-0.7
10029,2024-03-31,0.6,1.6,-0.9
92704,2024-03-31,0.8,1.8,0.2
93274,2024-03-31,0.8,2.0,1.2
11218,2024-03-31,0.5,1.2,-0.6
75035,2024-03-31,1.1,2.6,1.4
11212,2024-03-31,0.5,1.3,-0.7
10462,2024-03-31,0.4,1.0,-0.5
91335,2024-03-31,0.9,1.8,0.2
27610,2024-03-31,1.0,2.5,2.5
60634,2024-03-31,1.3,3.1,-0.4
30349,2024-03-31,0.9,2.1,2.5
94533,2024-03-31,0.7,1.2,-1.0
28027,2024-03-31,0.9,2.3,2.9
34787,2024-03-31,0.6,1.4,2.1
87121,2024-03-31,0.9,2.3,2.5
76244,2024-03-31,0.9,2.2,1.1
77083,2024-03-31,0.6,1.3,0.2
10002,2024-03-31,0.5,1.3,-0.7
23464,2024-03-31,0.7,1.6,0.4
76063,2024-03-31,0.9,2.0,1.1
10466,2024-03-31,0.5,1.3,-0.7
11375,2024-03-31,0.2,0.6,-0.3
98052,2024-03-31,2.1,3.6,1.3
34953,2024-03-31,0.6,1.5,3.3
33024,2024-03-31,0.5,1.1,2.3
33411,2024-03-31,0.5,1.1,2.5
75002,2024-03-31,1.0,2.4,1.3
79912,2024-03-31,0.5,1.1,1.4
93536,2024-03-31,0.7,1.5,0.1
91709,2024-03-31,0.8,1.7,1.6
91910,2024-03-31,1.0,2.0,2.1
98012,2024-03-31,2.0,3.5,1.3
94513,2024-03-31,1.0,1.4,-1.6
78572,2024-03-31,1.2,3.0,3.7
11691,2024-03-31,0.5,1.3,-0.7
75211,2024-03-31,1.0,2.3,1.2
85225,2024-03-31,0.9,2.0,3.1
30040,2024-03-31,0.9,2.2,2.6
93727,2024-03-31,0.7,1.5,1.0
89108,2024-03-31,0.8,1.8,1.3
91706,2024-03-31,0.8,1.7,0.1
90003,2024-03-31,0.7,1.5,0.1
22191,2024-03-31,0.7,1.3,-0.6
92126,2024-03-31,1.1,2.3,2.5
19120,2024-03-31,1.0,2.6,1.0
30041,2024-03-31,0.9,2.1,2.5
76028,2024-03-31,0.9,2.0,1.1
30052,2024-03-31,0.8,2.1,2.4
80013,2024-03-31,1.1,2.0,0.2
11215,2024-03-31,0.5,1.3,-0.7
75228,2024-03-31,0.9,2.2,1.1
20002,2024-03-31,0.6,1.1,-0.5
63376,2024-03-31,1.2,2.9,0.4
37211,2024-03-31,0.9,2.1,2.1
60085,2024-03-31,1.4,3.5,-0.5
76179,2024-03-31,0.9,2.1,1.1
77407,2024-03-31,0.6,1.4,0.2
60657,2024-03-31,1.0,2.5,-0.3
30047,2024-03-31,0.8,2.1,2.5
33025,2024-03-31,0.5,1.0,2.2
10463,2024-03-31,0.4,0.9,-0.5
33311,2024-03-31,0.5,1.1,2.5
96797,2024-03-31,0.5,0.6,-1.2
83646,2024-03-31,1.1,3.0,2.9
92553,2024-03-31,0.8,1.7,1.6
11209,2024-03-31,0.3,0.9,-0.5
84043,2024-03-31,1.1,2.6,2.1
14850,2024-03-31,0.9,2.9,0.6
93306,2024-03-31,0.8,1.9,2.1
80015,2024-03-31,1.1,2.0,0.2
77095,2024-03-31,0.6,1.4,0.2
93230,2024-03-31,0.8,1.7,1.3
30127,2024-03-31,0.8,2.0,2.4
28277,2024-03-31,0.9,2.3,2.9
77845,2024-03-31,0.6,1.2,-0.9
89031,2024-03-31,0.8,1.8,1.3
20906,2024-03-31,0.7,1.1,-0.5
46307,2024-03-31,1.2,2.9,-0.4
95747,2024-03-31,0.9,1.8,0.1
94536,2024-03-31,1.2,1.8,-2.0
92563,2024-03-31,0.8,1.8,1.7
45011,2024-03-31,1.2,3.1,1.4
97229,2024-03-31,1.1,2.2,-0.6
90255,2024-03-31,0.7,1.6,0.1
92105,2024-03-31,1.0,2.0,2.1
60614,2024-03-31,1.0,2.5,-0.3
92021,2024-03-31,1.0,2.0,2.1
91730,2024-03-31,0.8,1.6,1.6
60620,2024-03-31,1.4,3.5,-0.5
33023,2024-03-31,0.5,1.1,2.4
94110,2024-03-31,0.9,1.2,-1.4
85364,2024-03-31,0.8,1.9,3.2
7055,2024-03-31,0.7,1.7,-0.9
77450,2024-03-31,0.6,1.4,0.2
11213,2024-03-31,0.5,1.2,-0.6
47906,2024-03-31,1.1,2.9,1.9
94509,2024-03-31,0.9,1.3,-1.5
93065,2024-03-31,0.6,1.1,0.2
95687,2024-03-31,0.7,1.2,-1.0
11201,2024-03-31,0.4,1.1,-0.6
92882,2024-03-31,0.8,1.7,1.7
7305,2024-03-31,0.6,1.5,-0.8
19124,2024-03-31,1.0,2.6,1.0
94558,2024-03-31,0.8,1.3,-1.3
94538,2024-03-31,1.2,1.7,-2.0
37075,2024-03-31,1.0,2.1,2.1
91766,2024-03-31,0.8,1.6,0.1
92805,2024-03-31,0.8,1.7,0.1
78254,2024-03-31,0.6,1.5,-0.1
60641,2024-03-31,1.3,3.1,-0.4
78046,2024-03-31,0.6,1.2,-1.2
33012,2024-03-31,0.5,1.0,2.2
33015,2024-03-31,0.5,1.0,2.2
90631,2024-03-31,0.8,1.8,0.2
80134,2024-03-31,1.1,2.0,0.2
33186,2024-03-31,0.5,1.1,2.3
30281,2024-03-31,0.8,2.1,2.5
28078,2024-03-31,0.9,2.4,2.9
60640,2024-03-31,1.1,2.7,-0.4
32218,2024-03-31,0.7,1.8,2.0
85032,2024-03-31,0.9,2.1,3.1
33647,2024-03-31,0.7,1.8,3.1
10977,2024-03-31,0.6,1.6,-0.8
17603,2024-03-31,0.8,2.2,1.1
11210,2024-03-31,0.4,1.1,-0.6
2301,2024-03-31,1.2,2.9,0.5
87114,2024-03-31,0.8,2.2,2.4
90026,2024-03-31,0.7,1.5,0.1
94587,2024-03-31,1.3,1.8,-2.0
32828,2024-03-31,0.6,1.4,2.0
85326,2024-03-31,0.9,2.2,3.3
92801,2024-03-31,0.8,1.7,0.2
11372,2024-03-31,0.3,0.8,-0.4
34711,2024-03-31,0.6,1.4,2.0
95624,2024-03-31,1.0,2.0,0.1
75067,2024-03-31,0.9,2.1,1.1
91402,2024-03-31,0.8,1.7,0.2
11432,2024-03-31,0.4,1.0,-0.5
89115,2024-03-31,0.8,1.8,1.3
10027,2024-03-31,0.3,0.8,-0.4
6902,2024-03-31,1.1,2.8,1.7
10472,2024-03-31,0.4,1.0,-0.6
77036,2024-03-31,0.5,1.2,0.2
19111,2024-03-31,0.9,2.3,0.9
78045,2024-03-31,0.6,1.1,-1.2
21234,2024-03-31,0.8,1.9,-1.1
7087,2024-03-31,0.6,1.5,-0.8
95123,2024-03-31,1.1,1.6,-0.9
92114,2024-03-31,1.0,2.1,2.2
11746,2024-03-31,0.6,1.5,-0.8
94541,2024-03-31,1.0,1.4,-1.6
23462,2024-03-31,0.7,1.6,0.4
75068,2024-03-31,1.0,2.3,1.2
20011,2024-03-31,0.8,1.4,-0.6
32822,2024-03-31,0.6,1.3,1.9
32765,2024-03-31,0.6,1.3,1.9
89121,2024-03-31,0.8,1.7,1.3
11434,2024-03-31,0.6,1.7,-0.9
30004,2024-03-31,0.8,2.1,2.4
85204,2024-03-31,0.9,2.0,3.1
48197,2024-03-31,1.3,3.2,-1.1
30022,2024-03-31,0.8,2.0,2.4
33157,2024-03-31,0.5,1.1,2.5
90262,2024-03-31,0.7,1.5,0.1
43081,2024-03-31,1.3,3.3,2.2
84096,2024-03-31,1.0,2.3,1.8
75243,2024-03-31,0.9,2.1,1.1
84015,2024-03-31,1.0,2.5,2.2
89110,2024-03-31,0.8,1.7,1.2
90037,2024-03-31,0.7,1.5,0.1
75098,2024-03-31,1.0,2.3,1.2
11211,2024-03-31,0.4,1.1,-0.6
60628,2024-03-31,1.4,3.5,-0.5
32210,2024-03-31,0.7,1.8,2.0
92407,2024-03-31,0.8,1.6,1.6
10312,2024-03-31,0.4,1.1,-0.6
30318,2024-03-31,0.7,1.8,2.1
66061,2024-03-31,1.2,3.0,1.2
93906,2024-03-31,0.9,1.6,0.9
77346,2024-03-31,0.5,1.3,0.2
43123,2024-03-31,1.3,3.2,2.2
94080,2024-03-31,1.0,1.5,-1.7
11706,2024-03-31,0.6,1.5,-0.8
60609,2024-03-31,1.1,2.8,-0.4
30058,2024-03-31,0.9,2.2,2.6
92703,2024-03-31,0.8,1.7,0.2
30096,2024-03-31,0.8,2.1,2.4
32259,2024-03-31,0.7,1.9,2.1
44256,2024-03-31,1.3,3.5,1.1
95020,2024-03-31,0.8,1.1,-0.7
2148,2024-03-31,1.3,3.0,0.6
85301,2024-03-31,0.9,2.1,3.2
33463,2024-03-31,0.5,1.1,2.4
11717,2024-03-31,0.6,1.6,-0.8
42101,2024-03-31,0.9,2.3,1.5
33033,2024-03-31,0.5,1.1,2.5
98682,2024-03-31,1.1,2.1,-0.6
21740,2024-03-31,0.9,2.3,1.3
20878,2024-03-31,0.7,1.3,-0.6
87120,2024-03-31,0.8,2.2,2.4
29072,2024-03-31,0.8,2.1,1.9
92404,2024-03-31,0.8,1.6,1.6
23322,2024-03-31,0.7,1.6,0.4
19143,2024-03-31,1.1,2.8,1.1
90022,2024-03-31,0.7,1.6,0.1
30135,2024-03-31,0.8,2.1,2.5
85383,2024-03-31,0.9,2.0,3.0
91761,2024-03-31,0.8,1.6,1.6
91977,2024-03-31,0.9,1.9,2.1
75043,2024-03-31,0.9,2.1,1.1
92677,2024-03-31,1.0,2.1,0.2
80219,2024-03-31,1.2,2.1,0.2
85308,2024-03-31,0.9,2.0,3.0
32808,2024-03-31,0.6,1.4,2.0
92630,2024-03-31,0.9,2.0,0.2
95758,2024-03-31,0.9,2.0,0.1
40475,2024-03-31,0.9,2.4,0.9
77521,2024-03-31,0.5,1.2,0.2
92346,2024-03-31,0.7,1.6,1.6
38401,2024-03-31,1.0,2.2,2.2
8753,2024-03-31,0.8,1.9,-1.0
30188,2024-03-31,0.8,2.0,2.3
32244,2024-03-31,0.7,1.9,2.1
20019,2024-03-31,0.7,1.3,-0.5
37122,2024-03-31,0.9,2.1,2.1
90731,2024-03-31,0.8,1.6,0.1
75040,2024-03-31,0.9,2.1,1.1
77072,2024-03-31,0.6,1.4,0.2
27406,2024-03-31,0.9,2.4,1.9
95206,2024-03-31,1.0,1.8,0.4
60402,2024-03-31,1.3,3.2,-0.4
95608,2024-03-31,0.9,1.9,0.1
60651,2024-03-31,1.4,3.4,-0.5
33313,2024-03-31,0.5,1.1,2.4
30062,2024-03-31,0.8,1.9,2.2
91343,2024-03-31,0.9,1.9,0.2
78249,2024-03-31,0.6,1.4,-0.1
84404,2024-03-31,1.1,2.5,2.3
92201,2024-03-31,0.9,1.8,1.8
28215,2024-03-31,1.0,2.5,3.2
92562,2024-03-31,0.8,1.7,1.7
31907,2024-03-31,1.0,2.4,1.6
77373,2024-03-31,0.6,1.4,0.2
77386,2024-03-31,0.6,1.4,0.2
10024,2024-03-31,0.6,1.6,-0.9
32818,2024-03-31,0.6,1.3,1.9
29445,2024-03-31,0.8,2.2,2.4
94806,2024-03-31,1.0,1.4,-1.6
48180,2024-03-31,1.3,3.2,0.3
75150,2024-03-31,0.9,2.1,1.1
44035,2024-03-31,1.4,3.7,1.2
92392,2024-03-31,0.8,1.7,1.7
37128,2024-03-31,0.9,2.1,2.0
78574,2024-03-31,1.2,3.0,3.8
22407,2024-03-31,0.8,1.3,-0.6
92627,2024-03-31,0.8,1.8,0.2
96818,2024-03-31,0.3,0.4,-0.7
94015,2024-03-31,1.0,1.4,-1.6
89123,2024-03-31,0.8,1.7,1.2
93309,2024-03-31,0.8,1.9,2.1
33027,2024-03-31,0.4,1.0,2.1
60619,2024-03-31,1.4,3.4,-0.5
10032,2024-03-31,0.6,1.5,-0.8
85041,2024-03-31,0.9,2.2,3.2
23456,2024-03-31,0.7,1.6,0.4
75056,2024-03-31,0.9,2.2,1.2
90001,2024-03-31,0.7,1.5,0.1
43026,2024-03-31,1.3,3.3,2.2
90640,2024-03-31,0.7,1.6,0.1
20874,2024-03-31,0.7,1.2,-0.5
92020,2024-03-31,1.0,2.0,2.2
93905,2024-03-31,0.9,1.6,0.8
77396,2024-03-31,0.5,1.3,0.2
74012,2024-03-31,0.9,2.2,1.5
94501,2024-03-31,1.1,1.6,-1.8
95127,2024-03-31,1.0,1.4,-0.8
60638,2024-03-31,1.2,3.1,-0.4
11550,2024-03-31,0.6,1.5,-0.8
85345,2024-03-31,0.9,2.1,3.1
34744,2024-03-31,0.6,1.4,2.0
78640,2024-03-31,0.6,1.6,0.6
90660,2024-03-31,0.8,1.6,0.1
21117,2024-03-31,0.7,1.7,-0.9
95014,2024-03-31,1.1,1.6,-1.0
77375,2024-03-31,0.6,1.3,0.2
11216,2024-03-31,0.4,1.1,-0.6
89148,2024-03-31,0.8,1.8,1.3
92115,2024-03-31,1.0,2.1,2.2
43130,2024-03-31,1.4,3.4,2.3
95828,2024-03-31,0.9,1.9,0.1
33178,2024-03-31,0.5,1.1,2.3
37129,2024-03-31,0.9,2.0,2.0
29681,2024-03-31,0.9,2.1,1.9
8854,2024-03-31,0.6,1.6,-0.8
10701,2024-03-31,0.6,1.4,-0.8
19149,2024-03-31,0.8,2.2,0.8
10023,2024-03-31,0.6,1.5,-0.8
37064,2024-03-31,1.1,2.4,2.4
93313,2024-03-31,0.8,1.9,2.1
7093,2024-03-31,0.5,1.4,-0.7
92571,2024-03-31,0.8,1.7,1.7
30331,2024-03-31,0.8,2.1,2.4
2155,2024-03-31,1.2,3.0,0.5
78745,2024-03-31,0.7,1.7,0.7
44060,2024-03-31,1.3,3.5,1.1
30144,2024-03-31,0.8,2.0,2.4
90019,2024-03-31,0.7,1.6,0.1
27703,2024-03-31,1.1,3.1,2.8
77077,2024-03-31,0.5,1.2,0.2
91702,2024-03-31,0.8,1.6,0.1
92324,2024-03-31,0.7,1.6,1.5
78253,2024-03-31,0.6,1.4,-0.1
93291,2024-03-31,0.8,1.9,1.1
30101,2024-03-31,0.8,2.0,2.4
10033,2024-03-31,0.5,1.3,-0.7
85033,2024-03-31,0.9,2.2,3.2
6010,2024-03-31,1.5,3.9,2.6
29485,2024-03-31,0.8,2.2,2.4
75227,2024-03-31,0.9,2.2,1.2
11238,2024-03-31,0.4,1.1,-0.6
37130,2024-03-31,0.9,2.0,2.0
28173,2024-03-31,1.0,2.5,3.1
78520,2024-03-31,0.9,2.3,2.8
20147,2024-03-31,0.8,1.4,-0.6
48823,2024-03-31,1.3,3.4,0.7
75071,2024-03-31,1.1,2.5,1.3
23320,2024-03-31,0.7,1.5,0.4
95051,2024-03-31,1.2,1.7,-1.0
92647,2024-03-31,0.9,1.9,0.2
7047,2024-03-31,0.6,1.5,-0.8
21122,2024-03-31,0.8,1.9,-1.0
7002,2024-03-31,0.6,1.6,-0.8
11435,2024-03-31,0.3,0.8,-0.4
78501,2024-03-31,1.2,3.1,3.8
10460,2024-03-31,0.4,0.9,-0.5
7111,2024-03-31,0.8,2.0,-1.0
77406,2024-03-31,0.6,1.4,0.2
32825,2024-03-31,0.6,1.3,1.9
94568,2024-03-31,1.2,1.7,-1.9
2151,2024-03-31,1.1,2.6,0.5
78504,2024-03-31,1.1,2.6,3.3
92530,2024-03-31,0.8,1.7,1.7
95111,2024-03-31,1.0,1.4,-0.9
94122,2024-03-31,1.0,1.5,-1.7
95355,2024-03-31,1.0,2.1,1.0
43230,2024-03-31,1.3,3.3,2.3
65203,2024-03-31,0.8,2.1,1.1
92071,2024-03-31,1.0,2.0,2.2
10031,2024-03-31,0.4,1.1,-0.6
19720,2024-03-31,0.8,2.2,0.8
78251,2024-03-31,0.7,1.5,-0.1
19134,2024-03-31,1.0,2.7,1.0
30083,2024-03-31,0.9,2.2,2.6
73160,2024-03-31,0.8,2.0,0.9
79924,2024-03-31,0.6,1.3,1.6
60505,2024-03-31,1.4,3.4,-0.5
80016,2024-03-31,1.1,1.9,0.2
90004,2024-03-31,0.7,1.6,0.1
37040,2024-03-31,0.9,2.4,3.1
98208,2024-03-31,1.8,3.2,1.2
30906,2024-03-31,1.1,2.7,2.1
94087,2024-03-31,1.2,1.7,-1.0
78664,2024-03-31,0.7,1.7,0.7
11225,2024-03-31,0.3,0.9,-0.5
70726,2024-03-31,0.5,0.9,-1.8
65807,2024-03-31,1.0,2.6,2.6
92027,2024-03-31,1.0,2.0,2.2
22192,2024-03-31,0.8,1.4,-0.6
43228,2024-03-31,1.4,3.5,2.4
78681,2024-03-31,0.7,1.8,0.7
91770,2024-03-31,0.8,1.7,0.1
10128,2024-03-31,0.6,1.5,-0.8
85008,2024-03-31,0.9,2.1,3.1
60453,2024-03-31,1.3,3.2,-0.4
10473,2024-03-31,0.5,1.2,-0.7
32771,2024-03-31,0.6,1.3,1.9
76137,2024-03-31,0.9,2.2,1.1
15601,2024-03-31,0.9,2.4,-0.5
53215,2024-03-31,1.8,4.4,0.8
92570,2024-03-31,0.8,1.6,1.6
30253,2024-03-31,0.8,2.1,2.4
21222,2024-03-31,0.9,2.1,-1.1
90042,2024-03-31,0.9,1.9,0.2
92507,2024-03-31,0.8,1.6,1.6
83301,2024-03-31,1.0,2.8,3.5
77015,2024-03-31,0.6,1.4,0.2
30066,2024-03-31,0.8,2.0,2.3
80504,2024-03-31,0.7,1.5,-0.5
92584,2024-03-31,0.8,1.7,1.7
19446,2024-03-31,0.9,2.3,0.9
22003,2024-03-31,0.9,1.6,-0.7
77070,2024-03-31,0.6,1.3,0.2
22554,2024-03-31,0.8,1.4,-0.6
37167,2024-03-31,0.9,2.0,2.0
28227,2024-03-31,1.0,2.5,3.0
60016,2024-03-31,1.1,2.8,-0.4
55106,2024-03-31,1.3,3.1,-1.5
43055,2024-03-31,1.3,3.3,2.3
22030,2024-03-31,0.8,1.5,-0.6
80634,2024-03-31,0.6,1.3,-0.5
30016,2024-03-31,0.9,2.1,2.5
80525,2024-03-31,1.0,2.0,-0.1
93436,2024-03-31,0.9,1.9,2.2
10009,2024-03-31,0.6,1.5,-0.8
75115,2024-03-31,0.9,2.1,1.1
33511,2024-03-31,0.7,1.8,3.1
87111,2024-03-31,0.8,2.1,2.3
78526,2024-03-31,0.9,2.2,2.6
33142,2024-03-31,0.6,1.2,2.7
28314,2024-03-31,1.1,2.7,3.1
80631,2024-03-31,0.6,1.3,-0.5
55044,2024-03-31,1.1,2.6,-1.3
78753,2024-03-31,0.6,1.7,0.6
29730,2024-03-31,0.9,2.4,2.9
78228,2024-03-31,0.7,1.6,-0.1
78250,2024-03-31,0.7,1.5,-0.1
76010,2024-03-31,0.9,2.2,1.1
33065,2024-03-31,0.5,1.0,2.2
27284,2024-03-31,0.8,2.1,1.8
2169,2024-03-31,1.2,2.9,0.5
23454,2024-03-31,0.7,1.6,0.4
23452,2024-03-31,0.7,1.7,0.4
85705,2024-03-31,0.6,1.6,2.3
8527,2024-03-31,0.7,1.8,-1.0
91732,2024-03-31,0.7,1.6,0.1
7728,2024-03-31,0.7,1.9,-1.0
33177,2024-03-31,0.5,1.1,2.4
78240,2024-03-31,0.7,1.5,-0.1
80022,2024-03-31,1.1,1.9,0.2
92780,2024-03-31,0.9,1.9,0.2
97301,2024-03-31,0.8,1.9,0.5
75149,2024-03-31,0.9,2.1,1.1
60056,2024-03-31,1.3,3.1,-0.4
87124,2024-03-31,0.9,2.3,2.5
95670,2024-03-31,0.9,1.8,0.1
59901,2024-03-31,2.1,4.8,7.6
37066,2024-03-31,0.9,2.1,2.0
91950,2024-03-31,0.9,1.9,2.0
85706,2024-03-31,0.7,1.6,2.3
95112,2024-03-31,1.0,1.5,-0.9
94591,2024-03-31,0.7,1.2,-1.1
77082,2024-03-31,0.5,1.3,0.2
30518,2024-03-31,0.8,2.1,2.5
44077,2024-03-31,1.3,3.4,1.1
8861,2024-03-31,0.6,1.6,-0.8
45140,2024-03-31,1.3,3.2,1.4
43068,2024-03-31,1.3,3.3,2.3
92223,2024-03-31,0.8,1.7,1.6
33032,2024-03-31,0.5,1.1,2.3
38654,2024-03-31,0.7,1.8,1.5
27713,2024-03-31,1.1,3.1,2.9
92708,2024-03-31,0.9,2.0,0.2
90006,2024-03-31,0.6,1.2,0.1
2124,2024-03-31,1.1,2.7,0.5
45601,2024-03-31,0.9,2.8,1.1
75072,2024-03-31,1.1,2.5,1.3
17331,2024-03-31,0.9,2.4,1.3
75070,2024-03-31,1.0,2.4,1.3
8901,2024-03-31,0.6,1.6,-0.8
48044,2024-03-31,1.2,3.0,0.3
17601,2024-03-31,0.8,2.1,1.1
92620,2024-03-31,0.9,2.0,0.2
27603,2024-03-31,0.9,2.3,2.4
37027,2024-03-31,1.2,2.5,2.5
85338,2024-03-31,0.9,2.1,3.1
32703,2024-03-31,0.6,1.3,1.9
24060,2024-03-31,0.9,2.2,0.6
46227,2024-03-31,1.1,2.8,2.0
31088,2024-03-31,0.8,1.9,1.8
32246,2024-03-31,0.7,1.8,2.0
48228,2024-03-31,1.4,3.5,0.4
92130,2024-03-31,1.3,2.6,2.8
93030,2024-03-31,0.6,1.1,0.2
45040,2024-03-31,1.2,3.0,1.4
92707,2024-03-31,0.8,1.7,0.1
77469,2024-03-31,0.6,1.4,0.2
30114,2024-03-31,0.8,2.0,2.4
90066,2024-03-31,0.8,1.7,0.2
91764,2024-03-31,0.7,1.6,1.5
27519,2024-03-31,1.0,2.6,2.6
29732,2024-03-31,0.9,2.2,2.8
89052,2024-03-31,0.8,1.7,1.2
95125,2024-03-31,1.1,1.6,-1.0
45069,2024-03-31,1.2,3.1,1.4
7083,2024-03-31,0.7,1.7,-0.9
20744,2024-03-31,0.7,1.2,-0.5
33414,2024-03-31,0.5,1.2,2.6
33064,2024-03-31,0.5,1.1,2.4
89129,2024-03-31,0.8,1.8,1.3
99208,2024-03-31,0.9,2.7,2.1
19320,2024-03-31,0.9,2.3,0.9
28025,2024-03-31,1.0,2.4,3.0
93458,2024-03-31,0.9,1.8,2.1
92504,2024-03-31,0.8,1.6,1.6
6511,2024-03-31,1.1,3.0,2.4
60630,2024-03-31,1.3,3.2,-0.4
93215,2024-03-31,0.8,1.7,1.9
60073,2024-03-31,1.3,3.1,-0.4
93063,2024-03-31,0.6,1.1,0.2
32256,2024-03-31,0.7,1.7,1.9
7306,2024-03-31,0.5,1.3,-0.7
84074,2024-03-31,1.0,2.3,1.8
77044,2024-03-31,0.5,1.2,0.2
19020,2024-03-31,0.9,2.3,0.9
90813,2024-03-31,0.7,1.4,0.1
8873,2024-03-31,0.6,1.6,-0.9
30263,2024-03-31,0.8,1.9,2.2
8831,2024-03-31,0.6,1.5,-0.8
83709,2024-03-31,1.1,2.9,2.8
