Zip Code,BaseDate,3-Month,6-Month,1-Year
12856,2024-03-31,1.1,3.5,1.5
50479,2024-03-31,1.1,3.5,0.3
52650,2024-03-31,1.1,2.5,-2.4
61437,2024-03-31,1.1,2.4,-2.4
83321,2024-03-31,1.1,3.2,4.0
67583,2024-03-31,1.2,3.4,0.3
56042,2024-03-31,2.0,5.5,2.6
25039,2024-03-31,0.9,2.6,-0.5
62908,2024-03-31,0.8,2.3,-0.4
66835,2024-03-31,0.9,2.5,1.2
93645,2024-03-31,1.0,2.2,1.6
39078,2024-03-31,0.8,2.0,-0.8
3457,2024-03-31,1.6,4.7,4.7
12934,2024-03-31,1.2,3.7,1.0
58570,2024-03-31,0.8,1.8,-1.9
25521,2024-03-31,0.8,2.6,-0.5
95651,2024-03-31,0.9,1.9,0.1
66072,2024-03-31,1.6,3.9,1.6
67464,2024-03-31,1.0,2.8,-1.0
47866,2024-03-31,1.2,3.0,0.6
65339,2024-03-31,0.7,1.3,-3.6
64474,2024-03-31,0.9,2.5,-0.2
83813,2024-03-31,1.1,3.0,4.7
86036,2024-03-31,1.6,3.4,4.6
17855,2024-03-31,0.7,2.1,-0.2
49303,2024-03-31,1.2,3.8,2.4
61722,2024-03-31,0.9,2.4,0.0
65262,2024-03-31,0.9,2.2,0.5
12187,2024-03-31,0.7,2.7,0.2
50055,2024-03-31,1.0,2.6,-1.5
58205,2024-03-31,0.8,2.0,-3.1
74831,2024-03-31,1.1,2.5,1.1
85309,2024-03-31,1.0,2.5,3.7
4548,2024-03-31,1.4,3.6,3.1
51004,2024-03-31,1.2,3.5,0.4
40940,2024-03-31,0.2,0.9,-7.0
16727,2024-03-31,0.7,1.9,-2.7
48613,2024-03-31,1.4,4.3,2.3
56723,2024-03-31,0.9,2.1,-3.3
99341,2024-03-31,1.2,3.3,3.8
96729,2024-03-31,1.0,2.2,2.9
3226,2024-03-31,1.0,3.0,3.9
13071,2024-03-31,1.1,3.4,1.8
83604,2024-03-31,1.2,3.3,3.2
97920,2024-03-31,1.1,3.3,5.3
66540,2024-03-31,1.5,4.2,2.7
28774,2024-03-31,1.2,3.4,5.0
94575,2024-03-31,1.3,1.9,-2.1
32399,2024-03-31,1.0,2.7,1.4
51533,2024-03-31,1.2,2.7,1.2
57471,2024-03-31,1.0,2.6,-0.7
63472,2024-03-31,0.6,2.3,-2.8
5758,2024-03-31,1.0,3.4,1.8
14504,2024-03-31,1.6,4.8,2.9
40915,2024-03-31,0.9,2.5,0.5
47352,2024-03-31,1.0,3.1,2.5
55990,2024-03-31,1.4,3.6,-0.2
56685,2024-03-31,1.3,4.4,1.1
8326,2024-03-31,1.1,3.0,3.9
55703,2024-03-31,1.3,4.4,1.1
28718,2024-03-31,1.3,3.6,5.2
93009,2024-03-31,0.8,1.4,0.3
3243,2024-03-31,1.3,3.5,3.8
20758,2024-03-31,0.8,2.0,-1.1
67416,2024-03-31,1.0,2.6,0.0
68029,2024-03-31,1.5,3.5,1.5
6755,2024-03-31,1.4,3.9,3.7
21153,2024-03-31,0.8,1.9,-1.0
33438,2024-03-31,0.6,1.3,2.9
97453,2024-03-31,0.8,2.1,0.5
23173,2024-03-31,1.1,2.9,1.6
45778,2024-03-31,0.9,2.2,-1.3
56016,2024-03-31,2.1,5.7,2.7
14753,2024-03-31,0.7,3.1,2.7
25812,2024-03-31,1.1,3.0,2.1
51557,2024-03-31,1.1,2.5,1.1
53554,2024-03-31,1.0,2.6,-0.1
84757,2024-03-31,0.8,2.2,2.6
5742,2024-03-31,1.0,3.3,1.8
12032,2024-03-31,0.7,3.8,1.9
14825,2024-03-31,0.7,3.1,-0.1
10596,2024-03-31,0.5,1.4,-0.7
47833,2024-03-31,1.3,3.3,0.7
66418,2024-03-31,1.6,4.6,2.9
12565,2024-03-31,1.0,2.8,3.4
14729,2024-03-31,0.7,2.9,2.5
34215,2024-03-31,0.4,1.1,2.9
84733,2024-03-31,0.9,2.3,2.7
12843,2024-03-31,1.2,3.5,1.5
42040,2024-03-31,1.1,3.3,3.1
1255,2024-03-31,1.0,3.1,2.5
47837,2024-03-31,1.4,3.6,0.7
50105,2024-03-31,0.9,2.2,-1.4
67422,2024-03-31,1.0,2.4,0.0
68810,2024-03-31,1.1,3.1,0.8
72537,2024-03-31,0.6,1.6,0.0
4939,2024-03-31,1.3,4.4,3.5
6910,2024-03-31,1.6,4.0,2.5
39356,2024-03-31,0.7,2.0,-2.4
68423,2024-03-31,1.2,3.0,0.4
95674,2024-03-31,0.9,2.0,0.7
5252,2024-03-31,1.1,3.5,2.0
72951,2024-03-31,1.0,2.4,0.5
18829,2024-03-31,0.8,2.6,0.0
68743,2024-03-31,1.1,3.2,0.4
93255,2024-03-31,0.7,1.7,1.9
11765,2024-03-31,0.5,1.4,-0.7
14820,2024-03-31,0.7,3.2,0.2
18451,2024-03-31,0.8,2.2,-1.2
64074,2024-03-31,1.5,3.5,1.4
72955,2024-03-31,1.0,2.4,0.5
76379,2024-03-31,0.9,2.6,1.5
97536,2024-03-31,0.8,1.8,-1.4
11958,2024-03-31,0.8,2.1,-1.1
25503,2024-03-31,1.0,2.8,1.0
57037,2024-03-31,0.8,1.7,-0.6
65754,2024-03-31,1.2,3.0,3.0
73537,2024-03-31,0.8,1.6,-0.3
7620,2024-03-31,0.7,1.7,-0.9
52037,2024-03-31,0.9,2.7,-0.3
78886,2024-03-31,0.7,1.7,-0.1
87038,2024-03-31,0.9,3.0,1.1
15540,2024-03-31,0.5,2.6,0.5
57234,2024-03-31,0.9,2.6,0.6
92341,2024-03-31,0.9,1.9,1.8
3443,2024-03-31,1.5,4.4,4.4
27917,2024-03-31,0.8,1.9,0.5
65333,2024-03-31,1.0,3.6,2.8
73063,2024-03-31,1.1,2.5,1.2
1262,2024-03-31,0.9,3.0,2.4
95659,2024-03-31,0.9,1.9,0.6
10578,2024-03-31,0.6,1.5,-0.8
14839,2024-03-31,0.8,3.3,0.2
39572,2024-03-31,0.8,2.0,0.4
58759,2024-03-31,0.6,1.1,-1.1
61414,2024-03-31,0.6,2.0,-2.6
67223,2024-03-31,1.0,2.5,1.4
66079,2024-03-31,1.5,4.6,2.9
77446,2024-03-31,0.7,1.6,0.2
84082,2024-03-31,1.5,3.2,5.3
21719,2024-03-31,0.9,2.3,1.4
25537,2024-03-31,0.6,1.9,-1.4
16210,2024-03-31,1.3,3.5,-0.8
87317,2024-03-31,0.8,1.6,-1.2
89018,2024-03-31,0.7,1.5,1.1
68455,2024-03-31,1.3,3.1,1.4
70091,2024-03-31,0.5,1.2,-4.4
97901,2024-03-31,0.7,2.1,3.4
12914,2024-03-31,0.7,2.7,0.9
18254,2024-03-31,1.3,3.4,2.5
63041,2024-03-31,1.2,3.0,0.4
89025,2024-03-31,1.1,2.3,1.6
42451,2024-03-31,1.0,2.5,0.8
57073,2024-03-31,1.2,3.6,2.1
60935,2024-03-31,1.1,3.2,-0.1
97434,2024-03-31,0.8,2.1,0.5
63945,2024-03-31,0.6,1.4,-1.0
71660,2024-03-31,0.9,2.1,-1.6
28101,2024-03-31,0.9,2.2,2.8
36052,2024-03-31,0.6,1.3,-0.2
53046,2024-03-31,1.5,3.6,0.6
53522,2024-03-31,1.7,3.9,0.7
4487,2024-03-31,1.3,4.4,3.5
15142,2024-03-31,0.8,2.0,-0.4
25854,2024-03-31,0.9,2.4,1.7
17983,2024-03-31,0.7,2.5,2.4
26276,2024-03-31,1.0,3.0,-1.5
96777,2024-03-31,0.5,1.0,1.2
50153,2024-03-31,1.0,2.4,-0.7
64097,2024-03-31,1.4,3.4,1.4
98538,2024-03-31,1.1,3.4,3.4
5757,2024-03-31,1.0,3.6,1.9
22931,2024-03-31,1.3,3.3,0.5
36562,2024-03-31,1.0,2.6,2.5
42024,2024-03-31,1.0,2.8,-0.5
80742,2024-03-31,0.7,1.5,-0.5
86042,2024-03-31,1.0,2.5,4.3
52766,2024-03-31,1.0,3.2,-1.3
56021,2024-03-31,1.2,3.5,-0.6
20608,2024-03-31,0.7,1.3,-0.5
14819,2024-03-31,0.8,3.3,0.2
42275,2024-03-31,1.1,2.8,1.8
57751,2024-03-31,0.9,2.8,2.1
61367,2024-03-31,1.2,2.8,-1.5
83631,2024-03-31,1.1,2.9,2.8
15924,2024-03-31,0.5,2.7,0.5
16820,2024-03-31,1.1,2.5,-1.4
21671,2024-03-31,1.1,2.2,0.3
46570,2024-03-31,1.3,3.6,2.0
38753,2024-03-31,1.0,2.0,-3.0
76798,2024-03-31,0.9,2.7,2.4
99714,2024-03-31,0.4,1.3,-2.7
15411,2024-03-31,0.5,2.8,0.5
47516,2024-03-31,1.1,3.5,1.7
51331,2024-03-31,0.8,2.6,0.8
67505,2024-03-31,1.1,3.1,0.3
36374,2024-03-31,0.8,2.2,0.3
68331,2024-03-31,1.3,3.5,1.0
1366,2024-03-31,1.2,3.3,2.0
75421,2024-03-31,0.7,2.3,0.2
96056,2024-03-31,0.8,1.7,-1.7
15363,2024-03-31,1.0,2.7,-0.6
57002,2024-03-31,0.9,2.7,-0.1
85360,2024-03-31,0.8,2.3,2.4
99171,2024-03-31,1.1,2.9,1.2
55765,2024-03-31,1.3,4.6,1.2
56386,2024-03-31,1.3,3.0,-1.5
78932,2024-03-31,1.1,2.8,0.8
13028,2024-03-31,1.4,4.4,3.2
38076,2024-03-31,0.7,1.8,1.5
42371,2024-03-31,0.9,2.3,0.8
83803,2024-03-31,0.9,2.6,4.1
63544,2024-03-31,0.7,2.1,-0.9
16402,2024-03-31,1.3,3.9,2.9
26705,2024-03-31,1.2,2.8,-1.9
73532,2024-03-31,0.6,1.2,-0.3
82838,2024-03-31,0.9,2.2,0.9
98351,2024-03-31,1.5,2.7,1.0
99128,2024-03-31,0.9,2.5,1.1
1098,2024-03-31,1.1,3.2,1.1
2666,2024-03-31,1.2,3.1,3.0
85545,2024-03-31,1.0,2.5,3.7
86030,2024-03-31,1.0,2.5,4.3
8319,2024-03-31,1.1,3.1,4.0
20144,2024-03-31,0.9,1.5,-0.7
70762,2024-03-31,0.4,0.7,-1.5
83535,2024-03-31,1.0,2.5,2.2
42069,2024-03-31,1.2,3.5,3.3
47612,2024-03-31,1.0,2.4,0.8
72004,2024-03-31,0.9,2.1,-1.6
64649,2024-03-31,1.4,3.4,1.4
12410,2024-03-31,1.2,3.6,5.0
50005,2024-03-31,0.8,2.7,0.0
57780,2024-03-31,1.1,3.2,2.5
95432,2024-03-31,0.3,0.5,-5.6
42533,2024-03-31,1.0,3.3,0.7
85287,2024-03-31,1.0,2.5,3.7
20617,2024-03-31,0.7,1.2,-0.5
25106,2024-03-31,1.1,3.1,1.1
1088,2024-03-31,1.2,3.5,1.2
40358,2024-03-31,1.2,3.1,1.4
45894,2024-03-31,1.3,4.0,2.1
51026,2024-03-31,1.1,3.3,0.4
70397,2024-03-31,0.4,1.0,-6.1
25529,2024-03-31,0.8,2.4,-0.5
45111,2024-03-31,1.5,3.8,1.7
46110,2024-03-31,1.1,2.8,2.0
49847,2024-03-31,1.6,4.6,2.3
95412,2024-03-31,0.7,1.2,-2.5
33744,2024-03-31,0.8,2.2,3.8
40988,2024-03-31,0.2,0.9,-6.7
62523,2024-03-31,1.9,4.7,-0.7
74470,2024-03-31,1.1,2.9,2.3
83429,2024-03-31,0.8,2.6,3.2
62540,2024-03-31,1.3,3.8,-2.0
49896,2024-03-31,1.6,4.6,2.3
55607,2024-03-31,1.2,4.1,1.1
14855,2024-03-31,0.7,3.1,0.2
32403,2024-03-31,1.0,2.8,3.5
14462,2024-03-31,1.7,5.0,3.0
62892,2024-03-31,1.3,3.6,0.3
65601,2024-03-31,1.1,2.9,2.8
1259,2024-03-31,1.0,3.2,2.5
58081,2024-03-31,1.1,3.3,-0.8
62244,2024-03-31,1.6,3.9,0.6
68010,2024-03-31,1.5,3.6,1.6
68413,2024-03-31,1.4,3.3,1.4
94922,2024-03-31,0.8,1.3,-2.8
96776,2024-03-31,0.4,0.9,1.1
36583,2024-03-31,1.1,2.7,1.3
65788,2024-03-31,1.2,3.4,4.3
80741,2024-03-31,1.0,2.4,0.8
22716,2024-03-31,0.9,1.7,-0.7
25564,2024-03-31,0.8,2.3,-0.4
57348,2024-03-31,0.6,1.8,-2.7
61458,2024-03-31,0.8,2.7,-3.5
87040,2024-03-31,0.9,3.0,1.1
99402,2024-03-31,1.1,2.8,2.2
39352,2024-03-31,0.7,1.9,-3.0
76827,2024-03-31,0.8,2.6,0.0
16863,2024-03-31,0.4,1.3,-3.9
21056,2024-03-31,0.9,2.2,-1.2
13122,2024-03-31,1.3,4.1,3.0
32611,2024-03-31,1.1,2.9,2.3
96033,2024-03-31,1.0,2.2,-0.3
8553,2024-03-31,0.7,1.7,-0.9
25019,2024-03-31,0.9,2.7,-0.5
36370,2024-03-31,1.0,2.6,-0.3
51355,2024-03-31,0.8,2.6,0.8
52729,2024-03-31,1.0,2.9,-0.3
55053,2024-03-31,1.1,3.4,-0.6
62994,2024-03-31,0.7,2.0,-2.1
56291,2024-03-31,1.0,2.6,-2.2
4066,2024-03-31,1.5,3.8,3.3
47528,2024-03-31,1.2,3.9,1.9
68313,2024-03-31,1.2,3.0,0.4
69123,2024-03-31,1.2,2.9,-0.4
58266,2024-03-31,0.8,2.0,-3.1
73002,2024-03-31,1.0,2.4,1.1
72932,2024-03-31,0.9,2.2,0.5
47003,2024-03-31,1.4,3.5,1.6
70801,2024-03-31,0.7,1.3,-2.6
3448,2024-03-31,1.5,4.6,4.6
73540,2024-03-31,1.0,2.2,-0.1
55925,2024-03-31,1.2,3.5,0.4
68710,2024-03-31,1.2,3.6,0.4
97419,2024-03-31,0.8,2.1,0.5
38943,2024-03-31,0.8,2.0,-4.4
5654,2024-03-31,0.9,3.0,1.4
25160,2024-03-31,0.9,2.8,-0.5
62436,2024-03-31,1.1,3.1,-2.0
25093,2024-03-31,0.9,2.8,-0.5
12970,2024-03-31,0.7,2.6,0.9
54027,2024-03-31,1.3,3.2,-1.5
55957,2024-03-31,1.4,3.8,-0.3
56663,2024-03-31,1.3,4.4,1.1
68422,2024-03-31,1.3,3.6,1.0
1253,2024-03-31,1.0,3.1,2.4
62551,2024-03-31,1.4,3.6,-0.5
55370,2024-03-31,1.3,3.5,1.0
64625,2024-03-31,1.4,3.3,1.3
57441,2024-03-31,1.0,2.6,-0.7
64018,2024-03-31,1.3,3.1,1.2
65025,2024-03-31,1.0,2.6,0.5
68041,2024-03-31,1.4,3.3,1.4
54408,2024-03-31,1.4,4.0,0.6
63953,2024-03-31,0.8,1.9,-1.4
4091,2024-03-31,1.6,4.1,3.5
57536,2024-03-31,1.2,3.0,-0.6
37359,2024-03-31,1.0,2.7,3.6
53582,2024-03-31,1.7,3.9,0.7
31821,2024-03-31,1.1,2.5,1.6
79351,2024-03-31,0.2,0.2,-7.9
72544,2024-03-31,0.6,1.5,0.0
73840,2024-03-31,0.4,1.0,-3.5
1031,2024-03-31,1.2,3.3,2.1
83834,2024-03-31,1.2,3.0,2.6
33921,2024-03-31,0.2,1.2,3.0
16114,2024-03-31,1.5,4.2,2.2
20690,2024-03-31,0.6,1.5,-1.3
27936,2024-03-31,1.1,2.8,3.5
67876,2024-03-31,1.2,3.7,2.8
78675,2024-03-31,0.7,3.1,1.1
95450,2024-03-31,0.7,1.2,-2.5
25262,2024-03-31,0.7,2.0,-0.4
60949,2024-03-31,1.2,3.3,-1.2
63471,2024-03-31,1.2,3.4,1.8
64096,2024-03-31,1.5,3.6,1.4
70725,2024-03-31,0.5,1.0,-2.1
21622,2024-03-31,0.9,2.7,1.1
61067,2024-03-31,1.5,4.4,2.5
62933,2024-03-31,0.7,1.9,-2.1
66834,2024-03-31,1.3,3.7,2.3
78004,2024-03-31,0.7,1.7,-0.1
31527,2024-03-31,0.9,2.6,2.5
46048,2024-03-31,1.0,2.7,1.9
56666,2024-03-31,1.3,4.4,1.1
61490,2024-03-31,1.0,3.0,-1.2
52769,2024-03-31,1.0,3.1,-1.3
97109,2024-03-31,1.2,2.4,-0.7
55017,2024-03-31,1.4,3.2,-1.6
50167,2024-03-31,1.0,2.5,-0.7
61279,2024-03-31,1.0,3.0,-1.2
64021,2024-03-31,1.7,3.9,1.6
26411,2024-03-31,0.7,2.2,-1.7
73753,2024-03-31,0.6,1.2,-2.5
81423,2024-03-31,1.0,2.6,2.3
67566,2024-03-31,1.3,3.6,0.4
66840,2024-03-31,1.2,3.0,1.7
71354,2024-03-31,1.1,4.2,-3.5
71468,2024-03-31,0.3,0.6,-5.7
92182,2024-03-31,1.3,2.7,2.9
58467,2024-03-31,1.4,3.1,-3.0
49873,2024-03-31,1.6,4.6,2.3
3456,2024-03-31,1.6,4.7,4.7
37333,2024-03-31,1.2,3.3,3.9
42232,2024-03-31,0.9,2.4,3.1
61931,2024-03-31,1.0,2.7,-1.8
72648,2024-03-31,1.0,2.8,2.3
84782,2024-03-31,0.8,2.1,2.5
93664,2024-03-31,0.7,1.5,1.1
57015,2024-03-31,1.1,3.1,1.3
12863,2024-03-31,0.6,2.4,0.2
24318,2024-03-31,1.0,2.7,2.0
58781,2024-03-31,1.0,2.0,-1.9
68812,2024-03-31,1.1,2.8,-0.8
93238,2024-03-31,0.7,1.6,1.8
40813,2024-03-31,0.1,0.8,-6.3
59928,2024-03-31,2.3,5.3,8.3
23129,2024-03-31,0.8,2.2,1.2
32610,2024-03-31,1.1,2.9,2.3
77444,2024-03-31,0.6,1.3,0.2
23284,2024-03-31,1.1,2.9,1.6
61438,2024-03-31,0.8,2.5,-2.6
61516,2024-03-31,1.1,3.3,-0.1
58792,2024-03-31,1.0,2.0,-1.9
81233,2024-03-31,0.7,2.0,1.0
29905,2024-03-31,0.7,1.9,3.6
65068,2024-03-31,1.1,2.8,1.5
72666,2024-03-31,1.0,2.8,2.3
96113,2024-03-31,0.9,2.1,-2.0
15665,2024-03-31,0.9,2.4,-0.5
82523,2024-03-31,0.4,1.5,0.9
1063,2024-03-31,1.2,3.5,1.2
64423,2024-03-31,1.0,3.0,1.2
68456,2024-03-31,1.2,2.9,0.4
21130,2024-03-31,0.9,2.1,-1.1
63637,2024-03-31,1.2,3.3,1.5
65050,2024-03-31,1.1,2.7,0.6
21612,2024-03-31,1.3,2.6,0.3
60029,2024-03-31,1.3,3.2,-0.4
68757,2024-03-31,1.2,3.6,0.4
71044,2024-03-31,0.7,1.7,-4.4
12086,2024-03-31,0.6,3.2,1.6
13361,2024-03-31,0.9,3.0,2.0
94104,2024-03-31,0.7,1.0,-1.1
21662,2024-03-31,1.3,2.6,0.3
24569,2024-03-31,1.2,3.1,3.0
30285,2024-03-31,1.3,3.6,6.8
30454,2024-03-31,1.0,2.6,0.4
47325,2024-03-31,1.4,3.4,1.6
25444,2024-03-31,1.1,2.7,1.1
31699,2024-03-31,1.1,2.8,2.4
77560,2024-03-31,0.4,0.9,0.1
26716,2024-03-31,1.2,2.7,-1.9
5669,2024-03-31,1.2,3.7,1.7
51563,2024-03-31,1.3,3.0,1.3
97633,2024-03-31,0.9,2.6,2.5
5350,2024-03-31,0.9,2.9,1.6
21723,2024-03-31,0.8,1.9,-1.0
47809,2024-03-31,1.4,3.6,0.8
61884,2024-03-31,1.0,2.8,-1.0
62284,2024-03-31,1.3,3.1,0.5
56647,2024-03-31,1.2,4.1,1.0
64430,2024-03-31,1.0,2.7,-0.2
66510,2024-03-31,1.2,3.5,2.2
60553,2024-03-31,1.2,2.8,-1.5
87316,2024-03-31,0.8,1.6,-1.2
97117,2024-03-31,1.1,2.2,-0.6
13802,2024-03-31,1.0,3.4,1.6
18070,2024-03-31,0.9,2.4,0.9
23050,2024-03-31,0.6,1.5,0.4
27708,2024-03-31,1.3,3.6,3.3
24011,2024-03-31,1.3,3.5,2.3
49066,2024-03-31,1.2,4.3,0.5
49894,2024-03-31,1.4,5.1,1.1
26714,2024-03-31,1.1,2.7,1.1
61472,2024-03-31,0.8,2.7,-3.5
54119,2024-03-31,1.4,4.0,2.0
56536,2024-03-31,0.8,1.9,-2.2
55941,2024-03-31,1.3,3.2,0.6
83431,2024-03-31,0.9,2.7,3.1
28772,2024-03-31,1.2,3.4,5.0
58275,2024-03-31,0.7,1.7,-2.6
67151,2024-03-31,1.1,2.9,1.6
72651,2024-03-31,0.6,1.4,0.0
25103,2024-03-31,0.8,2.4,-0.5
38259,2024-03-31,0.7,1.7,-0.9
68461,2024-03-31,1.3,3.0,0.4
50319,2024-03-31,1.0,2.4,-0.7
4265,2024-03-31,1.4,4.4,4.7
13310,2024-03-31,1.3,4.2,3.0
14885,2024-03-31,0.7,3.1,0.2
74650,2024-03-31,1.0,2.5,1.6
63536,2024-03-31,0.9,2.6,-1.1
68381,2024-03-31,1.6,4.4,1.2
94567,2024-03-31,0.7,1.2,-1.2
51018,2024-03-31,1.1,3.3,0.4
53825,2024-03-31,1.2,3.0,-0.1
61440,2024-03-31,0.8,2.5,-2.6
68827,2024-03-31,1.2,3.2,0.9
12945,2024-03-31,0.8,2.8,1.0
93634,2024-03-31,0.6,1.1,0.8
85172,2024-03-31,1.0,2.5,3.7
87527,2024-03-31,1.0,3.1,0.1
15060,2024-03-31,1.1,2.9,-0.6
23110,2024-03-31,1.1,2.9,1.6
63388,2024-03-31,0.8,2.1,0.4
64494,2024-03-31,1.1,2.9,-0.3
49406,2024-03-31,1.0,2.9,1.1
58256,2024-03-31,0.8,1.8,-2.8
26585,2024-03-31,1.0,2.2,-1.4
82620,2024-03-31,0.8,1.8,-0.1
97489,2024-03-31,0.8,2.1,0.5
6409,2024-03-31,1.4,3.8,2.5
22639,2024-03-31,0.9,1.5,-0.6
25118,2024-03-31,1.3,3.5,2.5
57020,2024-03-31,1.0,2.9,1.2
94592,2024-03-31,0.7,1.2,-1.0
54138,2024-03-31,1.5,3.9,2.0
76484,2024-03-31,1.0,3.1,2.0
67514,2024-03-31,1.3,3.5,0.3
3854,2024-03-31,1.3,3.2,0.6
4459,2024-03-31,1.3,4.4,3.5
15952,2024-03-31,0.5,1.6,-5.9
18085,2024-03-31,1.0,2.7,2.0
60539,2024-03-31,1.3,3.3,-0.4
52341,2024-03-31,0.9,2.4,-0.8
12503,2024-03-31,1.0,2.8,3.4
19967,2024-03-31,0.8,2.0,1.3
72047,2024-03-31,0.9,2.0,-0.3
74869,2024-03-31,1.1,2.5,1.2
99158,2024-03-31,1.1,2.9,1.2
54734,2024-03-31,1.4,3.8,1.3
68018,2024-03-31,1.3,3.1,1.4
68407,2024-03-31,1.3,3.0,1.3
23085,2024-03-31,1.1,2.9,1.6
38923,2024-03-31,0.8,2.0,-4.4
79111,2024-03-31,0.9,2.2,0.6
72776,2024-03-31,1.1,2.7,3.9
93531,2024-03-31,0.8,1.8,2.0
23897,2024-03-31,1.0,2.7,1.5
47585,2024-03-31,1.3,3.2,0.8
78597,2024-03-31,1.0,2.5,3.0
83425,2024-03-31,1.2,3.3,3.8
12815,2024-03-31,1.1,3.3,1.4
64650,2024-03-31,1.5,3.5,1.4
66041,2024-03-31,1.3,3.8,3.3
10546,2024-03-31,0.7,1.8,-0.9
72685,2024-03-31,0.7,2.0,1.6
25124,2024-03-31,0.6,1.8,-1.4
61378,2024-03-31,1.3,3.0,-1.6
68941,2024-03-31,1.1,3.8,0.6
96718,2024-03-31,0.5,1.0,1.2
13690,2024-03-31,0.6,3.3,0.7
53827,2024-03-31,1.2,3.0,-0.1
49831,2024-03-31,1.1,3.2,-0.3
64163,2024-03-31,1.3,3.1,1.3
73058,2024-03-31,1.0,2.3,1.1
82831,2024-03-31,0.9,2.4,0.9
1070,2024-03-31,1.1,3.3,1.1
61772,2024-03-31,1.0,2.6,0.0
66422,2024-03-31,0.8,1.9,-1.4
73434,2024-03-31,0.7,1.8,1.2
17832,2024-03-31,0.5,1.5,-2.6
55919,2024-03-31,1.2,3.2,0.6
72338,2024-03-31,0.7,2.8,0.0
16832,2024-03-31,1.1,2.6,-1.5
45696,2024-03-31,0.7,2.2,-1.7
30667,2024-03-31,1.1,2.9,3.3
88253,2024-03-31,0.8,1.9,-2.1
17964,2024-03-31,1.1,4.0,3.7
53069,2024-03-31,1.6,4.0,0.7
93432,2024-03-31,0.9,1.7,0.4
43029,2024-03-31,1.4,3.4,2.3
47524,2024-03-31,1.2,4.0,2.0
52635,2024-03-31,1.0,2.8,-0.5
63955,2024-03-31,0.8,1.9,-1.4
77010,2024-03-31,0.7,1.6,0.2
52720,2024-03-31,1.0,3.2,-1.3
58052,2024-03-31,0.7,1.6,-1.9
16683,2024-03-31,1.5,3.9,0.2
17213,2024-03-31,1.6,4.1,0.3
25209,2024-03-31,1.0,2.8,2.0
71432,2024-03-31,0.6,1.6,-5.5
97377,2024-03-31,1.0,2.4,1.6
15612,2024-03-31,1.2,3.2,-0.7
40346,2024-03-31,1.1,2.9,1.3
65244,2024-03-31,1.2,3.3,1.5
79785,2024-03-31,0.2,-0.1,-7.5
20687,2024-03-31,0.6,1.6,-1.4
38924,2024-03-31,0.8,2.0,-0.8
25133,2024-03-31,0.9,2.8,-0.5
25817,2024-03-31,1.3,3.5,2.5
30069,2024-03-31,1.0,2.4,2.9
68368,2024-03-31,1.2,2.9,0.4
72421,2024-03-31,0.9,2.2,0.0
52731,2024-03-31,0.9,2.6,-0.3
64428,2024-03-31,1.0,3.0,1.2
72079,2024-03-31,0.9,2.0,-0.3
31547,2024-03-31,0.7,1.8,3.1
62666,2024-03-31,0.6,2.3,-3.6
52621,2024-03-31,0.9,2.3,-2.3
64487,2024-03-31,1.0,3.0,1.2
14842,2024-03-31,1.7,5.1,3.0
15675,2024-03-31,1.1,2.8,-0.6
48807,2024-03-31,1.0,3.5,2.3
56450,2024-03-31,1.7,5.0,2.8
64017,2024-03-31,1.5,3.5,1.4
1256,2024-03-31,1.0,3.3,2.7
18624,2024-03-31,1.3,3.4,2.5
64483,2024-03-31,1.0,2.8,-0.2
71063,2024-03-31,0.7,1.7,-4.2
95919,2024-03-31,0.8,1.9,0.6
23045,2024-03-31,0.8,1.9,0.5
27941,2024-03-31,0.9,2.1,0.5
40771,2024-03-31,1.0,2.6,0.6
64161,2024-03-31,1.5,3.5,1.4
96008,2024-03-31,0.8,1.9,-0.2
56448,2024-03-31,1.8,5.2,2.9
15686,2024-03-31,1.0,2.7,-0.6
56129,2024-03-31,1.3,4.0,0.5
99031,2024-03-31,1.0,2.9,2.2
20658,2024-03-31,0.7,1.2,-0.5
25669,2024-03-31,0.8,2.3,-1.8
36205,2024-03-31,0.6,1.3,-1.6
27981,2024-03-31,1.0,2.8,3.4
52728,2024-03-31,1.1,3.1,-1.3
81525,2024-03-31,1.1,2.7,1.8
92386,2024-03-31,1.0,2.2,2.1
54125,2024-03-31,1.4,4.0,2.0
64461,2024-03-31,1.0,3.0,1.2
68113,2024-03-31,1.5,3.6,1.6
93452,2024-03-31,0.7,1.4,0.3
57263,2024-03-31,1.2,3.4,0.8
72425,2024-03-31,1.0,2.5,0.4
15490,2024-03-31,1.0,2.6,-0.6
36574,2024-03-31,0.9,2.3,2.3
7851,2024-03-31,0.6,1.7,-0.9
99033,2024-03-31,1.0,2.8,1.2
65322,2024-03-31,1.1,2.8,1.5
33960,2024-03-31,1.0,2.5,4.5
65627,2024-03-31,0.9,2.6,2.5
66026,2024-03-31,1.6,3.9,1.5
95558,2024-03-31,0.6,1.2,-3.4
95589,2024-03-31,0.5,1.0,-2.8
15551,2024-03-31,0.4,2.5,0.5
61482,2024-03-31,1.5,4.3,-0.2
72060,2024-03-31,1.0,2.6,0.7
20674,2024-03-31,0.5,1.4,-1.2
43341,2024-03-31,1.2,3.2,1.5
87320,2024-03-31,0.8,1.6,-1.2
60917,2024-03-31,1.1,3.2,-0.1
48028,2024-03-31,1.4,3.5,0.4
92091,2024-03-31,1.1,2.3,2.5
